10,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 10.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 10.50"
11,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 11.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 11.50"
12,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 12.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 12.50"
13,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 13.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 13.50"
14,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 14.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 14.50"
15,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 15.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 15.50"
16,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 16.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 16.50"
17,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 17.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 17.50"
18,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 18.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 18.50"
19,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 19.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 19.50"
20,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 20.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 20.50"
21,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 21.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 21.50"
22,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 22.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 22.50"
23,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 23.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 23.50"
24,"pwtbst:1 AND pwtplt:inapp AND pwtpb: 24.00
pwtbst:1 AND pwtplt:inapp AND pwtpb: 24.50"
25,pwtbst:1 AND pwtplt:inapp AND pwtpb: 25.00
